timestamp,Infrared to Red Signal Ratio
04/17/20 00:00:45,4
04/17/20 00:01:45,4
04/17/20 00:02:46,-5
04/17/20 00:03:46,-6
04/17/20 00:04:46,13
04/17/20 00:05:46,-1
04/17/20 00:06:46,37
04/17/20 00:07:46,7
04/17/20 00:08:47,2
04/17/20 00:09:47,9
04/17/20 00:10:47,0
04/17/20 00:11:47,22
04/17/20 00:12:47,0
04/17/20 00:13:47,10
04/17/20 00:14:47,-1
04/17/20 00:15:48,-1
04/17/20 00:16:48,-5
04/17/20 00:17:48,-2
04/17/20 00:18:48,0
04/17/20 00:19:48,-1
04/17/20 00:20:48,-8
04/17/20 00:21:48,1
04/17/20 00:22:49,-5
04/17/20 00:23:49,8
04/17/20 00:24:49,-6
04/17/20 00:25:49,1
04/17/20 00:26:49,-6
04/17/20 00:27:49,-4
04/17/20 00:28:50,0
04/17/20 00:29:50,0
04/17/20 00:30:50,0
04/17/20 00:31:50,-4
04/17/20 00:32:50,4
04/17/20 00:33:50,-1
04/17/20 00:34:50,0
04/17/20 00:35:51,-25
04/17/20 00:36:51,1
04/17/20 00:37:51,1
04/17/20 00:38:51,0
04/17/20 00:39:51,-3
04/17/20 00:40:51,2
04/17/20 00:41:51,-1
04/17/20 00:42:52,0
04/17/20 00:43:52,0
04/17/20 00:44:52,0
04/17/20 00:45:52,-1
04/17/20 00:46:52,-1
04/17/20 00:47:52,0
04/17/20 00:48:53,-2
04/17/20 00:49:53,2
04/17/20 00:50:53,-1
04/17/20 00:51:53,0
04/17/20 00:52:53,-1
04/17/20 00:53:53,0
04/17/20 00:54:53,0
04/17/20 00:55:54,-1
04/17/20 00:56:54,-2
04/17/20 00:57:54,0
04/17/20 00:58:54,-2
04/17/20 00:59:54,-23
04/17/20 01:00:54,-7
04/17/20 01:01:54,-5
04/17/20 01:02:55,2
04/17/20 01:03:55,-5
04/17/20 01:04:55,17
04/17/20 01:05:55,-29
04/17/20 01:06:55,-33
04/17/20 01:07:55,-2
04/17/20 01:08:56,9
04/17/20 01:09:56,-3
04/17/20 01:10:56,6
04/17/20 01:11:56,4
04/17/20 01:12:56,-1
04/17/20 01:13:56,4
04/17/20 01:14:56,7
04/17/20 01:15:57,3
04/17/20 01:16:57,1
04/17/20 01:17:57,-2
04/17/20 01:18:57,-2
04/17/20 01:19:57,1
04/17/20 01:20:57,-1
04/17/20 01:21:57,0
