timestamp,Infrared to Red Signal Ratio
04/14/20 00:52:01,1
04/14/20 00:53:01,1
04/14/20 00:54:01,-22
04/14/20 00:55:01,-3
04/14/20 00:56:01,0
04/14/20 00:57:01,-14
04/14/20 00:58:02,50
04/14/20 00:59:02,0
04/14/20 01:00:02,-1
04/14/20 01:01:02,-1
04/14/20 01:02:02,-4
04/14/20 01:03:02,-2
04/14/20 01:04:02,0
04/14/20 01:05:03,0
04/14/20 01:06:03,-12
04/14/20 01:07:03,-2
04/14/20 01:08:03,17
04/14/20 01:09:03,0
04/14/20 01:10:03,0
04/14/20 01:11:04,-1
04/14/20 01:12:04,3
04/14/20 01:13:04,-6
04/14/20 01:14:04,2
04/14/20 01:15:04,0
04/14/20 01:16:04,0
04/14/20 01:17:04,1
04/14/20 01:18:05,3
04/14/20 01:19:05,-3
04/14/20 01:20:05,1
04/14/20 01:21:05,1
04/14/20 01:22:05,2
04/14/20 01:23:05,-3
04/14/20 01:24:05,0
04/14/20 01:25:06,1
04/14/20 01:26:06,-3
04/14/20 01:27:06,0
04/14/20 01:28:06,-7
04/14/20 01:29:06,4
04/14/20 01:30:06,0
04/14/20 01:31:07,1
04/14/20 01:32:07,0
04/14/20 01:33:07,0
04/14/20 01:34:07,0
04/14/20 01:35:07,0
04/14/20 01:36:07,-2
04/14/20 01:37:07,0
04/14/20 01:38:08,-2
04/14/20 01:39:08,0
04/14/20 01:40:08,0
04/14/20 01:41:08,0
04/14/20 01:42:08,16
04/14/20 01:43:08,-2
04/14/20 01:44:08,-1
04/14/20 01:45:09,0
04/14/20 01:46:09,2
04/14/20 01:47:09,-15
04/14/20 01:48:09,-21
04/14/20 01:49:09,-3
04/14/20 01:50:09,-10
04/14/20 01:51:10,52
04/14/20 01:52:10,-1
04/14/20 01:53:10,0
04/14/20 01:54:10,0
04/14/20 01:55:10,0
04/14/20 01:56:10,-7
04/14/20 01:57:10,-1
04/14/20 01:58:11,0
04/14/20 01:59:11,0
04/14/20 02:00:11,-63
04/14/20 02:01:11,-23
04/14/20 02:02:11,-3
04/14/20 02:03:11,1
04/14/20 02:04:11,0
04/14/20 02:05:12,-1
04/14/20 02:06:12,1
04/14/20 02:07:12,-1
04/14/20 02:08:12,-9
04/14/20 02:09:12,-11
04/14/20 02:10:12,-2
04/14/20 02:11:13,0
04/14/20 02:12:13,0
04/14/20 02:13:13,-3
04/14/20 02:14:13,0
04/14/20 02:15:13,0
04/14/20 02:16:13,-4
04/14/20 02:17:13,-3
04/14/20 02:18:14,0
04/14/20 02:19:14,-1
04/14/20 02:20:14,0
04/14/20 02:21:14,0
04/14/20 02:22:14,-1
04/14/20 02:23:14,3
04/14/20 02:24:14,-1
04/14/20 02:25:15,3
04/14/20 02:26:15,-6
04/14/20 02:27:15,-5
04/14/20 02:28:15,-11
04/14/20 02:29:15,18
04/14/20 02:30:15,1
04/14/20 02:31:16,-2
04/14/20 02:32:16,-2
04/14/20 02:33:16,0
04/14/20 02:34:16,0
04/14/20 02:35:16,-2
04/14/20 02:36:16,-64
04/14/20 02:37:16,0
04/14/20 02:38:17,-1
04/14/20 02:39:17,-94
04/14/20 02:40:17,16
04/14/20 02:41:17,32
04/14/20 02:42:17,-10
04/14/20 02:43:17,-6
04/14/20 02:44:18,-1
04/14/20 02:45:18,-3
04/14/20 02:46:18,1
04/14/20 02:47:18,0
04/14/20 02:48:18,9
04/14/20 02:49:18,15
04/14/20 02:50:18,1
04/14/20 02:51:19,-51
04/14/20 02:52:19,-1
04/14/20 02:53:19,-1
04/14/20 02:54:19,-1
04/14/20 02:55:19,-2
04/14/20 02:56:19,0
04/14/20 02:57:19,4
04/14/20 02:58:20,-40
04/14/20 02:59:20,-3
04/14/20 03:00:20,-15
04/14/20 03:01:20,0
04/14/20 03:02:20,20
04/14/20 03:03:20,-27
04/14/20 03:04:21,-4
04/14/20 03:05:21,-4
04/14/20 03:06:21,-42
04/14/20 03:07:21,-80
04/14/20 03:08:21,9
04/14/20 03:09:21,3
04/14/20 03:10:21,-3
04/14/20 03:11:22,-28
04/14/20 03:12:22,0
04/14/20 03:13:22,-11
04/14/20 03:14:22,-2
04/14/20 03:15:22,-8
04/14/20 03:16:22,-38
04/14/20 03:17:22,3
04/14/20 03:18:23,-1
04/14/20 03:19:23,3
04/14/20 03:20:23,-21
04/14/20 03:21:23,-2
04/14/20 03:22:23,-6
04/14/20 03:23:23,0
04/14/20 03:24:24,2
04/14/20 03:25:24,0
04/14/20 03:26:24,-8
04/14/20 03:27:24,-1
04/14/20 03:28:24,0
04/14/20 03:29:24,3
04/14/20 03:30:24,3
04/14/20 03:31:25,-4
04/14/20 03:32:25,0
04/14/20 03:33:25,1
04/14/20 03:34:25,0
04/14/20 03:35:25,-6
04/14/20 03:36:25,-13
04/14/20 03:37:25,-15
04/14/20 03:38:26,-5
04/14/20 03:39:26,-1
04/14/20 03:40:26,0
04/14/20 03:41:26,-6
04/14/20 03:42:26,-3
04/14/20 03:43:26,-1
04/14/20 03:44:27,-3
04/14/20 03:45:27,-3
04/14/20 03:46:27,-1
04/14/20 03:47:27,0
04/14/20 03:48:27,0
04/14/20 03:49:27,-1
04/14/20 03:50:27,-15
04/14/20 03:51:28,-1
04/14/20 03:52:28,0
04/14/20 03:53:28,31
04/14/20 03:54:28,0
04/14/20 03:55:28,6
04/14/20 03:56:28,-1
04/14/20 03:57:28,-1
04/14/20 03:58:29,0
04/14/20 03:59:29,-1
04/14/20 04:00:29,-13
04/14/20 04:01:29,74
04/14/20 04:02:29,11
04/14/20 04:03:29,0
04/14/20 04:04:30,1
04/14/20 04:05:30,0
04/14/20 04:06:30,18
04/14/20 04:07:30,10
04/14/20 04:08:30,5
04/14/20 04:09:30,0
04/14/20 04:10:30,-1
04/14/20 04:11:31,0
04/14/20 04:12:31,-3
04/14/20 04:13:31,0
04/14/20 04:14:31,0
04/14/20 04:15:31,-1
04/14/20 04:16:31,-4
04/14/20 04:17:31,-1
04/14/20 04:18:32,4
04/14/20 04:19:32,-1
04/14/20 04:20:32,-2
04/14/20 04:21:32,0
04/14/20 04:22:32,1
04/14/20 04:23:32,0
04/14/20 04:24:33,-1
04/14/20 04:25:33,0
04/14/20 04:26:33,0
04/14/20 04:27:33,0
04/14/20 04:28:33,0
04/14/20 04:29:33,-2
04/14/20 04:30:33,-1
04/14/20 04:31:34,-2
04/14/20 04:32:34,-1
04/14/20 04:33:34,-2
04/14/20 04:34:34,0
04/14/20 04:35:34,3
04/14/20 04:36:34,1
04/14/20 04:37:34,0
04/14/20 04:38:35,-7
04/14/20 04:39:35,-4
04/14/20 04:40:35,-5
04/14/20 04:41:35,-1
04/14/20 04:42:35,-2
04/14/20 04:43:35,-16
04/14/20 04:44:36,0
04/14/20 04:45:36,4
04/14/20 04:46:36,1
04/14/20 04:47:36,1
04/14/20 04:48:36,1
04/14/20 04:49:36,2
04/14/20 04:50:36,-3
04/14/20 04:51:37,0
04/14/20 04:52:37,-1
04/14/20 04:53:37,-2
04/14/20 04:54:37,0
04/14/20 04:55:37,-2
04/14/20 04:56:37,-7
04/14/20 04:57:37,33
04/14/20 04:58:38,7
04/14/20 04:59:38,-17
04/14/20 05:00:38,0
04/14/20 05:01:38,0
04/14/20 05:02:38,0
04/14/20 05:03:38,0
04/14/20 05:04:39,0
04/14/20 05:05:39,6
04/14/20 05:06:39,13
04/14/20 05:07:39,-9
04/14/20 05:08:39,-80
04/14/20 05:09:39,0
04/14/20 05:10:39,2
04/14/20 05:11:40,14
04/14/20 05:12:40,-40
04/14/20 05:13:40,0
04/14/20 05:14:40,0
04/14/20 05:15:40,-19
04/14/20 05:16:40,0
04/14/20 05:17:40,-93
04/14/20 05:18:41,0
04/14/20 05:19:41,-11
04/14/20 05:20:41,13
04/14/20 05:21:41,-4
04/14/20 05:22:41,1
04/14/20 05:23:41,6
04/14/20 05:24:42,-2
04/14/20 05:25:42,-6
04/14/20 05:26:42,-4
04/14/20 05:27:42,-1
04/14/20 05:28:42,-2
04/14/20 05:29:42,-1
04/14/20 05:30:42,0
04/14/20 05:31:43,-33
04/14/20 05:32:43,3
04/14/20 05:33:43,-15
04/14/20 05:34:43,-3
04/14/20 05:35:43,-1
04/14/20 05:36:43,-7
04/14/20 05:37:43,-1
04/14/20 05:38:44,-5
04/14/20 05:39:44,-2
04/14/20 05:40:44,7
04/14/20 05:41:44,3
04/14/20 05:42:44,0
04/14/20 05:43:44,-1
04/14/20 05:44:45,-7
04/14/20 05:45:45,-25
04/14/20 05:46:45,0
04/14/20 05:47:45,3
04/14/20 05:48:45,6
04/14/20 05:49:45,-2
04/14/20 05:50:45,3
04/14/20 05:51:46,-1
04/14/20 05:52:46,-1
04/14/20 05:53:46,0
04/14/20 05:54:46,0
04/14/20 05:55:46,1
04/14/20 05:56:46,0
04/14/20 05:57:46,-4
04/14/20 05:58:47,0
04/14/20 05:59:47,0
04/14/20 06:00:47,0
04/14/20 06:01:47,-1
04/14/20 06:02:47,0
04/14/20 06:03:47,0
04/14/20 06:04:48,-3
04/14/20 06:05:48,4
04/14/20 06:06:48,0
04/14/20 06:07:48,0
04/14/20 06:08:48,0
04/14/20 06:09:48,1
04/14/20 06:10:48,0
04/14/20 06:11:49,-3
04/14/20 06:12:49,1
04/14/20 06:13:49,0
04/14/20 06:14:49,1
04/14/20 06:15:49,0
04/14/20 06:16:49,-2
04/14/20 06:17:49,-30
04/14/20 06:18:50,0
04/14/20 06:19:50,-1
04/14/20 06:20:50,-45
04/14/20 06:21:50,-1
04/14/20 06:22:50,-2
04/14/20 06:23:50,-9
04/14/20 06:24:51,-3
04/14/20 06:25:51,-4
04/14/20 06:26:51,3
04/14/20 06:27:51,-1
04/14/20 06:28:51,-6
04/14/20 06:29:51,-3
04/14/20 06:30:51,-1
04/14/20 06:31:52,-8
04/14/20 06:32:52,3
04/14/20 06:33:52,3
04/14/20 06:34:52,-1
04/14/20 06:35:52,5
04/14/20 06:36:52,5
04/14/20 06:37:52,-4
04/14/20 06:38:53,-69
04/14/20 06:39:53,-12
04/14/20 06:40:53,-8
04/14/20 06:41:53,-18
04/14/20 06:42:53,1
04/14/20 06:43:53,-3
04/14/20 06:44:54,-1
04/14/20 06:45:54,1
04/14/20 06:46:54,15
04/14/20 06:47:54,-2
04/14/20 06:48:54,-1
04/14/20 06:49:54,-1
04/14/20 06:50:54,0
04/14/20 06:51:55,1
04/14/20 06:52:55,-12
04/14/20 06:53:55,1
04/14/20 06:54:55,-1
04/14/20 06:55:55,7
04/14/20 06:56:55,-51
04/14/20 06:57:55,-3
04/14/20 06:58:56,-1
04/14/20 06:59:56,0
04/14/20 07:00:56,1
04/14/20 07:01:56,0
04/14/20 07:02:56,-1
04/14/20 07:03:56,-1
04/14/20 07:04:57,-2
04/14/20 07:05:57,-6
04/14/20 07:06:57,-3
04/14/20 07:07:57,-2
04/14/20 07:08:57,-1
04/14/20 07:09:57,-2
04/14/20 07:10:57,-2
04/14/20 07:11:58,6
04/14/20 07:12:58,-4
04/14/20 07:13:58,27
04/14/20 07:14:58,2
04/14/20 07:15:58,-2
04/14/20 07:16:58,3
04/14/20 07:17:58,0
04/14/20 07:18:59,1
04/14/20 07:19:59,0
04/14/20 07:20:59,5
04/14/20 07:21:59,0
04/14/20 07:22:59,2
04/14/20 07:23:59,-1
04/14/20 07:25:00,-3
04/14/20 07:26:00,1
