timestamp,Infrared to Red Signal Ratio
05/20/20 00:00:40,0
05/20/20 00:01:40,-3
05/20/20 00:02:41,5
05/20/20 00:03:41,-2
05/20/20 00:04:41,-2
05/20/20 00:05:41,0
05/20/20 00:06:41,0
05/20/20 00:07:41,0
05/20/20 00:08:42,-2
05/20/20 00:09:42,-2
05/20/20 00:10:42,-1
05/20/20 00:11:42,-4
05/20/20 00:12:42,-2
05/20/20 00:13:42,-5
05/20/20 00:14:42,-7
05/20/20 00:15:43,-6
05/20/20 00:16:43,0
05/20/20 00:17:43,0
05/20/20 00:18:43,2
05/20/20 00:19:43,-1
05/20/20 00:20:43,-1
05/20/20 00:21:43,-3
05/20/20 00:22:44,-1
05/20/20 00:23:44,-4
05/20/20 00:24:44,5
05/20/20 00:25:44,3
05/20/20 00:26:44,-1
05/20/20 00:27:44,1
05/20/20 00:28:45,-1
05/20/20 00:29:45,0
05/20/20 00:30:45,-4
05/20/20 00:31:45,0
05/20/20 00:32:45,5
05/20/20 00:33:45,-7
05/20/20 00:34:45,-2
05/20/20 00:35:46,0
05/20/20 00:36:46,-7
05/20/20 00:37:46,0
05/20/20 00:38:46,1
05/20/20 00:39:46,0
05/20/20 00:40:46,0
05/20/20 00:41:46,-4
05/20/20 00:42:47,6
05/20/20 00:43:47,4
05/20/20 00:44:47,0
05/20/20 00:45:47,-6
05/20/20 00:46:47,8
05/20/20 00:47:47,4
05/20/20 00:48:48,-11
05/20/20 00:49:48,0
05/20/20 00:50:48,-4
05/20/20 00:51:48,-4
05/20/20 00:52:48,-9
05/20/20 00:53:48,4
05/20/20 00:54:48,-18
05/20/20 00:55:49,9
05/20/20 00:56:49,-1
05/20/20 00:57:49,-8
05/20/20 00:58:49,-2
05/20/20 00:59:49,1
05/20/20 01:00:49,0
05/20/20 01:01:49,1
05/20/20 01:02:50,-1
05/20/20 01:03:50,8
05/20/20 01:04:50,-25
05/20/20 01:05:50,13
05/20/20 01:06:50,-3
05/20/20 01:07:50,-5
05/20/20 01:08:51,-10
05/20/20 01:09:51,-32
05/20/20 01:10:51,-1
05/20/20 01:11:51,-3
05/20/20 01:12:51,0
05/20/20 01:13:51,-1
05/20/20 01:14:51,4
05/20/20 01:15:52,0
05/20/20 01:16:52,2
05/20/20 01:17:52,0
05/20/20 01:18:52,-9
05/20/20 01:19:52,-1
05/20/20 01:20:52,-13
05/20/20 01:21:52,0
05/20/20 01:22:53,10
05/20/20 01:23:53,7
05/20/20 01:24:53,2
05/20/20 01:25:53,-1
05/20/20 01:26:53,16
05/20/20 01:27:53,0
05/20/20 01:28:54,1
05/20/20 01:29:54,-3
05/20/20 01:30:54,-1
05/20/20 01:31:54,0
05/20/20 01:32:54,5
05/20/20 01:33:54,16
05/20/20 01:34:54,-2
05/20/20 01:35:55,-1
05/20/20 01:36:55,3
05/20/20 01:37:55,1
05/20/20 01:38:55,0
05/20/20 01:39:55,0
05/20/20 01:40:55,5
05/20/20 01:41:55,-1
05/20/20 01:42:56,-1
05/20/20 01:43:56,9
05/20/20 01:44:56,3
05/20/20 01:45:56,-6
05/20/20 01:46:56,2
05/20/20 01:47:56,0
05/20/20 01:48:57,5
05/20/20 01:49:57,8
05/20/20 01:50:57,74
05/20/20 01:51:57,48
05/20/20 01:52:57,7
05/20/20 01:53:57,62
05/20/20 01:54:57,-4
05/20/20 01:55:58,-2
05/20/20 01:56:58,-1
05/20/20 01:57:58,0
05/20/20 01:58:58,-1
05/20/20 01:59:58,-1
05/20/20 02:00:58,-2
05/20/20 02:01:59,4
05/20/20 02:02:59,1
05/20/20 02:03:59,0
05/20/20 02:04:59,-1
05/20/20 02:05:59,13
05/20/20 02:06:59,-5
05/20/20 02:07:59,-2
05/20/20 02:09:00,-1
05/20/20 02:10:00,-1
05/20/20 02:11:00,-1
05/20/20 02:12:00,-3
05/20/20 02:13:00,-1
05/20/20 02:14:00,0
05/20/20 02:15:00,-1
05/20/20 02:16:01,2
05/20/20 02:17:01,0
05/20/20 02:18:01,-4
05/20/20 02:19:01,-2
05/20/20 02:20:01,0
05/20/20 02:21:01,0
05/20/20 02:22:02,-1
05/20/20 02:23:02,-1
05/20/20 02:24:02,2
05/20/20 02:25:02,2
05/20/20 02:26:02,3
05/20/20 02:27:02,-1
05/20/20 02:28:02,-3
05/20/20 02:29:03,0
05/20/20 02:30:03,-1
05/20/20 02:31:03,0
05/20/20 02:32:03,0
05/20/20 02:33:03,-1
05/20/20 02:34:03,0
05/20/20 02:35:03,0
05/20/20 02:36:04,-1
05/20/20 02:37:04,10
05/20/20 02:38:04,-9
05/20/20 02:39:04,2
05/20/20 02:40:04,13
05/20/20 02:41:04,-23
05/20/20 02:42:05,-2
05/20/20 02:43:05,-3
05/20/20 02:44:05,-2
05/20/20 02:45:05,0
05/20/20 02:46:05,-1
05/20/20 02:47:05,0
05/20/20 02:48:05,0
05/20/20 02:49:06,-1
05/20/20 02:50:06,-23
05/20/20 02:51:06,1
05/20/20 02:52:06,-1
05/20/20 02:53:06,-31
05/20/20 02:54:06,-10
05/20/20 02:55:06,3
05/20/20 02:56:07,-5
05/20/20 02:57:07,-1
05/20/20 02:58:07,-1
05/20/20 02:59:07,4
05/20/20 03:00:07,5
05/20/20 03:01:07,-5
05/20/20 03:02:08,-3
05/20/20 03:03:08,-1
05/20/20 03:04:08,13
05/20/20 03:05:08,0
05/20/20 03:06:08,5
05/20/20 03:07:08,0
05/20/20 03:08:08,-1
05/20/20 03:09:09,0
05/20/20 03:10:09,1
05/20/20 03:11:09,-1
05/20/20 03:12:09,-1
05/20/20 03:13:09,0
05/20/20 03:14:09,0
05/20/20 03:15:09,-8
05/20/20 03:16:10,-1
05/20/20 03:17:10,0
05/20/20 03:18:10,20
05/20/20 03:19:10,1
05/20/20 03:20:10,-28
05/20/20 03:21:10,-61
05/20/20 03:22:11,-3
05/20/20 03:23:11,0
05/20/20 03:24:11,-48
05/20/20 03:25:11,-4
05/20/20 03:26:11,-7
05/20/20 03:27:11,1
05/20/20 03:28:11,4
05/20/20 03:29:12,-5
05/20/20 03:30:12,0
05/20/20 03:31:12,0
05/20/20 03:32:12,1
05/20/20 03:33:12,4
05/20/20 03:34:12,-2
05/20/20 03:35:12,0
05/20/20 03:36:13,-4
05/20/20 03:37:13,-2
05/20/20 03:38:13,-1
05/20/20 03:39:13,-5
05/20/20 03:40:13,-1
05/20/20 03:41:13,1
05/20/20 03:42:14,-1
05/20/20 03:43:14,0
05/20/20 03:44:14,-24
05/20/20 03:45:14,-1
05/20/20 03:46:14,0
05/20/20 03:47:14,-1
05/20/20 03:48:14,0
05/20/20 03:49:15,0
05/20/20 03:50:15,0
05/20/20 03:51:15,0
05/20/20 03:52:15,-12
05/20/20 03:53:15,-9
05/20/20 03:54:15,7
05/20/20 03:55:15,2
05/20/20 03:56:16,-21
05/20/20 03:57:16,2
05/20/20 03:58:16,-1
05/20/20 03:59:16,-1
05/20/20 04:00:16,-6
05/20/20 04:01:16,-2
05/20/20 04:02:17,0
05/20/20 04:03:17,0
05/20/20 04:04:17,0
05/20/20 04:05:17,0
05/20/20 04:06:17,-1
05/20/20 04:07:17,-3
05/20/20 04:08:17,-2
05/20/20 04:09:18,-1
05/20/20 04:10:18,-10
05/20/20 04:11:18,-1
05/20/20 04:12:18,0
05/20/20 04:13:18,-11
05/20/20 04:14:18,-2
05/20/20 04:15:18,-6
05/20/20 04:16:19,0
05/20/20 04:17:19,0
05/20/20 04:18:19,0
05/20/20 04:19:19,-1
05/20/20 04:20:19,-1
05/20/20 04:21:19,-2
05/20/20 04:22:20,0
05/20/20 04:23:20,0
05/20/20 04:24:20,0
05/20/20 04:25:20,-3
05/20/20 04:26:20,-1
05/20/20 04:27:20,0
05/20/20 04:28:20,-19
05/20/20 04:29:21,-1
05/20/20 04:30:21,0
05/20/20 04:31:21,-3
05/20/20 04:32:21,-1
05/20/20 04:33:21,-4
05/20/20 04:34:21,0
05/20/20 04:35:21,-1
05/20/20 04:36:22,-5
05/20/20 04:37:22,0
05/20/20 04:38:22,-5
05/20/20 04:39:22,-10
05/20/20 04:40:22,-4
05/20/20 04:41:22,-7
05/20/20 04:42:23,0
05/20/20 04:43:23,3
05/20/20 04:44:23,0
05/20/20 04:45:23,-1
05/20/20 04:46:23,0
05/20/20 04:47:23,0
05/20/20 04:48:23,0
05/20/20 04:49:24,-1
05/20/20 04:50:24,0
05/20/20 04:51:24,-4
05/20/20 04:52:24,0
05/20/20 04:53:24,-1
05/20/20 04:54:24,-3
05/20/20 04:55:24,-7
05/20/20 04:56:25,-2
05/20/20 04:57:25,0
05/20/20 04:58:25,-17
05/20/20 04:59:25,-1
05/20/20 05:00:25,9
05/20/20 05:01:25,-2
05/20/20 05:02:26,-13
05/20/20 05:03:26,-13
05/20/20 05:04:26,-17
05/20/20 05:05:26,-30
05/20/20 05:06:26,-57
05/20/20 05:07:26,34
05/20/20 05:08:26,4
05/20/20 05:09:27,5
05/20/20 05:10:27,-9
05/20/20 05:11:27,0
05/20/20 05:12:27,-3
05/20/20 05:13:27,0
05/20/20 05:14:27,0
05/20/20 05:15:27,2
05/20/20 05:16:28,-1
05/20/20 05:17:28,4
05/20/20 05:18:28,8
05/20/20 05:19:28,9
05/20/20 05:20:28,3
05/20/20 05:21:28,1
05/20/20 05:22:29,-2
05/20/20 05:23:29,0
05/20/20 05:24:29,-12
05/20/20 05:25:29,39
05/20/20 05:26:29,0
05/20/20 05:27:29,5
05/20/20 05:28:29,-5
05/20/20 05:29:30,0
05/20/20 05:30:30,-1
05/20/20 05:31:30,-12
05/20/20 05:32:30,33
05/20/20 05:33:30,0
05/20/20 05:34:30,-4
05/20/20 05:35:30,-3
05/20/20 05:36:31,-1
05/20/20 05:37:31,7
05/20/20 05:38:31,-40
05/20/20 05:39:31,-10
05/20/20 05:40:31,-3
05/20/20 05:41:31,0
05/20/20 05:42:32,9
05/20/20 05:43:32,4
05/20/20 05:44:32,4
05/20/20 05:45:32,-1
05/20/20 05:46:32,5
05/20/20 05:47:32,0
05/20/20 05:48:32,0
05/20/20 05:49:33,0
05/20/20 05:50:33,-2
05/20/20 05:51:33,0
05/20/20 05:52:33,0
05/20/20 05:53:33,-3
05/20/20 05:54:33,2
05/20/20 05:55:33,2
05/20/20 05:56:34,-3
05/20/20 05:57:34,-1
05/20/20 05:58:34,-1
05/20/20 05:59:34,-1
05/20/20 06:00:34,-1
05/20/20 06:01:34,-9
05/20/20 06:02:35,0
05/20/20 06:03:35,-1
05/20/20 06:04:35,-2
05/20/20 06:05:35,-1
05/20/20 06:06:35,-2
05/20/20 06:07:35,-1
05/20/20 06:08:35,-1
05/20/20 06:09:36,0
05/20/20 06:10:36,-3
05/20/20 06:11:36,-1
05/20/20 06:12:36,2
05/20/20 06:13:36,0
05/20/20 06:14:36,-1
05/20/20 06:15:36,0
05/20/20 06:16:37,-1
05/20/20 06:17:37,0
05/20/20 06:18:37,1
05/20/20 06:19:37,-2
05/20/20 06:20:37,0
05/20/20 06:21:37,-1
05/20/20 06:22:38,0
05/20/20 06:23:38,0
05/20/20 06:24:38,0
05/20/20 06:25:38,-8
05/20/20 06:26:38,-73
05/20/20 06:27:38,-3
05/20/20 06:28:38,8
05/20/20 06:29:39,1
05/20/20 06:30:39,13
05/20/20 06:31:39,0
05/20/20 06:32:39,-1
05/20/20 06:33:39,-1
05/20/20 06:34:39,-1
05/20/20 06:35:39,4
05/20/20 06:36:40,1
05/20/20 06:37:40,0
05/20/20 06:38:40,-12
05/20/20 06:39:40,-14
05/20/20 06:40:40,-1
05/20/20 06:41:40,4
05/20/20 06:42:41,0
05/20/20 06:43:41,2
05/20/20 06:44:41,-4
05/20/20 06:45:41,19
05/20/20 06:46:41,-14
05/20/20 06:47:41,-1
05/20/20 06:48:41,0
05/20/20 06:49:42,-4
05/20/20 06:50:42,0
05/20/20 06:51:42,12
05/20/20 06:52:42,-3
05/20/20 06:53:42,0
05/20/20 06:54:42,1
05/20/20 06:55:42,-19
05/20/20 06:56:45,0
05/20/20 06:57:46,5
05/20/20 06:58:46,0
05/20/20 06:59:46,-2
05/20/20 07:00:47,-14
05/20/20 07:01:47,6
05/20/20 07:02:47,-1
05/20/20 07:03:47,0
05/20/20 07:04:49,15
05/20/20 07:30:02,1
05/20/20 07:31:03,-4
05/20/20 07:32:03,0
05/20/20 07:33:02,-1
05/20/20 07:34:02,10
05/20/20 07:35:03,9
05/20/20 07:36:03,1
05/20/20 07:37:03,0
05/20/20 07:38:03,12
05/20/20 07:39:03,11
05/20/20 07:40:03,1
05/20/20 07:41:04,13
05/20/20 07:42:04,-34
05/20/20 07:43:04,-1
05/20/20 07:44:04,-18
05/20/20 07:45:04,0
05/20/20 07:46:04,-1
05/20/20 07:47:04,-16
05/20/20 07:48:05,2
05/20/20 07:49:05,2
05/20/20 07:50:05,0
05/20/20 07:51:05,-14
05/20/20 07:52:06,-1
05/20/20 07:53:06,2
05/20/20 07:54:06,-9
05/20/20 07:55:05,-12
05/20/20 07:56:06,-1
05/20/20 07:57:06,1
05/20/20 07:58:06,-1
05/20/20 07:59:07,-5
05/20/20 08:00:07,3
05/20/20 17:18:01,5
05/20/20 17:19:02,-2
05/20/20 17:20:02,-2
05/20/20 17:21:02,-3
05/20/20 17:22:02,-1
05/20/20 17:23:02,5
05/20/20 17:24:02,1
05/20/20 17:25:03,-4
05/20/20 17:26:03,0
05/20/20 17:27:03,-19
05/20/20 17:28:03,1
05/20/20 17:29:03,12
05/20/20 17:30:03,-5
05/20/20 17:31:03,0
05/20/20 17:32:04,3
05/20/20 17:33:04,-2
05/20/20 17:34:04,-1
05/20/20 17:35:04,-13
05/20/20 17:36:04,-1
05/20/20 17:37:04,17
05/20/20 17:38:05,0
05/20/20 17:39:05,-1
05/20/20 17:40:06,0
05/20/20 17:41:06,-6
05/20/20 17:42:06,1
05/20/20 17:43:06,8
05/20/20 17:44:06,28
05/20/20 17:45:06,-6
05/20/20 17:46:07,1
05/20/20 17:47:07,-1
05/20/20 17:48:07,2
05/20/20 17:49:07,-1
05/20/20 17:50:07,-2
05/20/20 17:51:07,0
05/20/20 17:52:07,-10
05/20/20 17:53:08,-1
05/20/20 17:54:08,0
05/20/20 17:55:08,2
05/20/20 17:56:07,0
05/20/20 17:57:08,8
05/20/20 17:58:08,-3
05/20/20 17:59:08,21
05/20/20 18:00:08,7
05/20/20 18:01:08,0
05/20/20 18:02:08,4
05/20/20 23:22:31,2
05/20/20 23:23:32,0
05/20/20 23:24:32,1
05/20/20 23:25:32,1
05/20/20 23:26:32,0
05/20/20 23:27:32,1
05/20/20 23:28:32,4
05/20/20 23:29:33,1
05/20/20 23:30:33,-1
05/20/20 23:31:33,-1
05/20/20 23:32:33,2
05/20/20 23:33:33,-6
05/20/20 23:34:33,0
05/20/20 23:35:33,0
05/20/20 23:36:33,0
05/20/20 23:37:33,0
05/20/20 23:38:34,-1
05/20/20 23:39:34,-2
05/20/20 23:40:34,-8
05/20/20 23:41:34,-4
05/20/20 23:42:34,2
05/20/20 23:43:34,-15
05/20/20 23:44:34,-1
05/20/20 23:45:35,-13
05/20/20 23:46:35,2
05/20/20 23:47:35,-5
05/20/20 23:48:35,-12
05/20/20 23:49:35,-1
05/20/20 23:50:35,-26
05/20/20 23:51:35,-6
05/20/20 23:52:36,0
05/20/20 23:53:36,2
05/20/20 23:54:36,-1
05/20/20 23:55:36,1
05/20/20 23:56:36,0
05/20/20 23:57:36,-1
05/20/20 23:58:36,-6
05/20/20 23:59:37,4
